SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE
Emberiza goslingi,Gosling's Bunting,gosbun1
Emberiza sahari,House Bunting,houbun3
Emberiza striolata,Striolated Bunting,houbun2
Emberiza siemsseni,Slaty Bunting,slabun1
Emberiza elegans,Yellow-throated Bunting,yetbun1
Emberiza yessoensis,Ochre-rumped Bunting,ocrbun1
Emberiza pallasi,Pallas's Bunting,palbun
Emberiza schoeniclus,Reed Bunting,reebun
Emberiza aureola,Yellow-breasted Bunting,yebbun
Emberiza pusilla,Little Bunting,litbun
Emberiza rustica,Rustic Bunting,rusbun
Emberiza sulphurata,Yellow Bunting,yelbun1
Emberiza spodocephala,Black-faced Bunting,bkfbun1
Emberiza personata,Masked Bunting,bkfbun2
Emberiza rutila,Chestnut Bunting,chebun1
Emberiza chrysophrys,Yellow-browed Bunting,yebbun1
Emberiza tristrami,Tristram's Bunting,tribun1
Emberiza variabilis,Gray Bunting,grybun
Oreothraupis arremonops,Tanager Finch,tanfin1
Chlorospingus flavigularis,Yellow-throated Chlorospingus,ytbtan1
Chlorospingus parvirostris,Short-billed Chlorospingus,shbbut1
Chlorospingus canigularis,Ashy-throated Chlorospingus,atbtan1
Chlorospingus pileatus,Sooty-capped Chlorospingus,scbtan1
Chlorospingus flavopectus,Common Chlorospingus,cobtan1
Chlorospingus tacarcunae,Tacarcuna Chlorospingus,tabtan1
Chlorospingus inornatus,Pirre Chlorospingus,pibtan1
Chlorospingus semifuscus,Dusky Chlorospingus,dubtan1
Rhynchospiza stolzmanni,Tumbes Sparrow,tumspa1
Rhynchospiza dabbenei,Yungas Sparrow,stcspa2
Rhynchospiza strigiceps,Chaco Sparrow,stcspa3
Peucaea carpalis,Rufous-winged Sparrow,ruwspa
Peucaea sumichrasti,Cinnamon-tailed Sparrow,citspa1
Peucaea ruficauda,Stripe-headed Sparrow,sthspa1
Peucaea humeralis,Black-chested Sparrow,blcspa1
Peucaea mystacalis,Bridled Sparrow,brispa1
Peucaea botterii,Botteri's Sparrow,botspa
Peucaea cassinii,Cassin's Sparrow,casspa
Peucaea aestivalis,Bachman's Sparrow,bacspa
Ammodramus savannarum,Grasshopper Sparrow,graspa
Ammodramus humeralis,Grassland Sparrow,graspa1
Ammodramus aurifrons,Yellow-browed Sparrow,yebspa1
Arremonops rufivirgatus,Olive Sparrow,olispa
Arremonops chloronotus,Green-backed Sparrow,grbspa1
Arremonops conirostris,Black-striped Sparrow,blsspa1
Arremonops tocuyensis,Tocuyo Sparrow,tocspa1
Spizella passerina,Chipping Sparrow,chispa
Spizella pallida,Clay-colored Sparrow,clcspa
Spizella atrogularis,Black-chinned Sparrow,bkcspa
Spizella pusilla,Field Sparrow,fiespa
Spizella breweri,Brewer's Sparrow,brespa
Spizella wortheni,Worthen's Sparrow,worspa
Amphispizopsis quinquestriata,Five-striped Sparrow,fisspa
Amphispiza bilineata,Black-throated Sparrow,bktspa
Chondestes grammacus,Lark Sparrow,larspa
Calamospiza melanocorys,Lark Bunting,larbun
Arremon costaricensis,Costa Rican Brushfinch,sthbrf3
Arremon basilicus,Sierra Nevada Brushfinch,sthbrf4
Arremon perijanus,Perija Brushfinch,sthbrf5
Arremon atricapillus,Black-headed Brushfinch,sthbrf1
Arremon phaeopleurus,Caracas Brushfinch,sthbrf6
Arremon phygas,Paria Brushfinch,sthbrf7
Arremon assimilis,Gray-browed Brushfinch,sthbrf8
Arremon torquatus,White-browed Brushfinch,sthbrf2
Arremon aurantiirostris,Orange-billed Sparrow,orbspa1
Arremon abeillei,Black-capped Sparrow,bkcspa1
Arremon nigriceps,Marañon Sparrow,bkcspa2
Arremon schlegeli,Golden-winged Sparrow,gowspa1
Arremon axillaris,Yellow-mandibled Sparrow,pecspa2
Arremon taciturnus,Pectoral Sparrow,pecspa3
Arremon franciscanus,Sao Francisco Sparrow,safspa1
Arremon semitorquatus,Half-collared Sparrow,hacspa1
Arremon dorbignii,Moss-backed Sparrow,sabspa4
Arremon flavirostris,Saffron-billed Sparrow,sabspa1
Arremon virenticeps,Green-striped Brushfinch,gsbfin1
Arremon brunneinucha,Chestnut-capped Brushfinch,ccbfin
Arremon crassirostris,Sooty-faced Finch,soffin1
Arremon castaneiceps,Olive Finch,olifin1
Spizelloides arborea,American Tree Sparrow,amtspa
Passerella iliaca,Fox Sparrow,foxspa
Junco hyemalis,Dark-eyed Junco,daejun
Junco insularis,Guadalupe Junco,daejun2
Junco phaeonotus,Yellow-eyed Junco,yeejun
Junco bairdi,Baird's Junco,yeejun2
Junco vulcani,Volcano Junco,voljun1
Zonotrichia capensis,Rufous-collared Sparrow,rucspa1
Zonotrichia leucophrys,White-crowned Sparrow,whcspa
Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa
Zonotrichia querula,Harris's Sparrow,harspa
Zonotrichia albicollis,White-throated Sparrow,whtspa
Artemisiospiza nevadensis,Sagebrush Sparrow,sagspa1
Artemisiospiza belli,Bell's Sparrow,belspa2
Oriturus superciliosus,Striped Sparrow,strspa1
Pooecetes gramineus,Vesper Sparrow,vesspa
Ammospiza leconteii,LeConte's Sparrow,lecspa
Ammospiza maritima,Seaside Sparrow,seaspa
Ammospiza nelsoni,Nelson's Sparrow,nstspa
Ammospiza caudacuta,Saltmarsh Sparrow,sstspa
Passerculus sandwichensis,Savannah Sparrow,savspa
Centronyx bairdii,Baird's Sparrow,baispa
Centronyx henslowii,Henslow's Sparrow,henspa
Xenospiza baileyi,Sierra Madre Sparrow,simspa1
Melospiza melodia,Song Sparrow,sonspa
Melospiza lincolnii,Lincoln's Sparrow,linspa
Melospiza georgiana,Swamp Sparrow,swaspa
Pezopetes capitalis,Large-footed Finch,laffin1
Torreornis inexpectata,Zapata Sparrow,zapspa1
Melozone kieneri,Rusty-crowned Ground-Sparrow,rcgspa1
Melozone fusca,Canyon Towhee,cantow
Melozone albicollis,White-throated Towhee,whttow1
Melozone aberti,Abert's Towhee,abetow
Melozone crissalis,California Towhee,caltow
Melozone occipitalis,Gray-crowned Ground-Sparrow,whegrs1
Melozone leucotis,White-eared Ground-Sparrow,whegrs2
Melozone biarcuata,White-faced Ground-Sparrow,pregrs1
Melozone cabanisi,Cabanis's Ground-Sparrow,pregrs2
Aimophila rufescens,Rusty Sparrow,russpa1
Aimophila ruficeps,Rufous-crowned Sparrow,rucspa
Aimophila notosticta,Oaxaca Sparrow,oaxspa1
Pipilo chlorurus,Green-tailed Towhee,gnttow
Pipilo maculatus,Spotted Towhee,spotow
Pipilo erythrophthalmus,Eastern Towhee,eastow
Pipilo naufragus,Bermuda Towhee,bertow1
Pipilo ocai,Collared Towhee,coltow1
Atlapetes pileatus,Rufous-capped Brushfinch,rcbfin1
Atlapetes albinucha,White-naped Brushfinch,wnbfin1
Atlapetes tibialis,Yellow-thighed Brushfinch,yetfin1
Atlapetes luteoviridis,Yellow-green Brushfinch,yegfin1
Atlapetes albofrenatus,Moustached Brushfinch,mobfin1
Atlapetes personatus,Tepui Brushfinch,tebfin1
Atlapetes melanocephalus,Santa Marta Brushfinch,smbfin1
Atlapetes semirufus,Ochre-breasted Brushfinch,obbfin1
Atlapetes flaviceps,Yellow-headed Brushfinch,yehbrf1
Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,dhbfin1
Atlapetes leucopis,White-rimmed Brushfinch,wrbfin1
Atlapetes albiceps,White-headed Brushfinch,whbfin1
Atlapetes rufigenis,Rufous-eared Brushfinch,rebfin1
Atlapetes crassus,Choco Brushfinch,tribrf1
Atlapetes tricolor,Golden-crowned Brushfinch,tribrf2
Atlapetes schistaceus,Northern Slaty Brushfinch,slabru1
Atlapetes taczanowskii,Peruvian Slaty Brushfinch,slabru2
Atlapetes pallidinucha,Pale-naped Brushfinch,pnbfin1
Atlapetes blancae,Antioquia Brushfinch,antbrf1
Atlapetes nigrifrons,Black-fronted Brushfinch,yebbru1
Atlapetes latinuchus,Yellow-breasted Brushfinch,yebbru2
Atlapetes leucopterus,White-winged Brushfinch,wwbfin1
Atlapetes pallidiceps,Pale-headed Brushfinch,phbfin1
Atlapetes seebohmi,Bay-crowned Brushfinch,bcbfin1
Atlapetes nationi,Rusty-bellied Brushfinch,rbbfin1
Atlapetes forbesi,Apurimac Brushfinch,apubrf1
Atlapetes melanopsis,Black-spectacled Brushfinch,bksbrf1
Atlapetes terborghi,Vilcabamba Brushfinch,vilbrf1
Atlapetes canigenis,Cuzco Brushfinch,cuzbrf1
Atlapetes melanolaemus,Black-faced Brushfinch,bkfbrf1
Atlapetes rufinucha,Bolivian Brushfinch,rnbfin1
Atlapetes fulviceps,Fulvous-headed Brushfinch,fhbfin1
Atlapetes citrinellus,Yellow-striped Brushfinch,ysbfin1
Calyptophilus tertius,Western Chat-Tanager,wectan1
Calyptophilus frugivorus,Eastern Chat-Tanager,eactan1
Phaenicophilus palmarum,Black-crowned Palm-Tanager,bcptan1
Phaenicophilus poliocephalus,Gray-crowned Palm-Tanager,gcptan1
Xenoligea montana,White-winged Warbler,whwwar1
Microligea palustris,Green-tailed Warbler,grtwar1
Nesospingus speculiferus,Puerto Rican Tanager,purtan1
Spindalis zena,Western Spindalis,wesspi
Spindalis nigricephala,Jamaican Spindalis,jamspi
Spindalis dominicensis,Hispaniolan Spindalis,hisspi
Spindalis portoricensis,Puerto Rican Spindalis,purspi
Zeledonia coronata,Wrenthrush,wrenth1
Teretistris fernandinae,Yellow-headed Warbler,yehwar1
Teretistris fornsi,Oriente Warbler,oriwar1
Icteria virens,Yellow-breasted Chat,yebcha
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,yehbla
Dolichonyx oryzivorus,Bobolink,boboli
Sturnella neglecta,Western Meadowlark,wesmea
Sturnella magna,Eastern Meadowlark,easmea
Sturnella lilianae,Chihuahuan Meadowlark,lilmea2
Leistes militaris,Red-breasted Meadowlark,rebbla1
Leistes superciliaris,White-browed Meadowlark,whbbla2
Leistes bellicosus,Peruvian Meadowlark,permea1
Leistes defilippii,Pampas Meadowlark,pammea1
Leistes loyca,Long-tailed Meadowlark,lotmea1
Amblycercus holosericeus,Yellow-billed Cacique,yebcac1
Cassiculus melanicterus,Yellow-winged Cacique,yewcac1
Psarocolius angustifrons,Russet-backed Oropendola,ruboro1
Psarocolius atrovirens,Dusky-green Oropendola,dugoro1
Psarocolius viridis,Green Oropendola,greoro1
Psarocolius decumanus,Crested Oropendola,creoro1
Psarocolius wagleri,Chestnut-headed Oropendola,chhoro1
Psarocolius montezuma,Montezuma Oropendola,monoro1
Psarocolius guatimozinus,Black Oropendola,blaoro1
Psarocolius cassini,Baudo Oropendola,bauoro2
Psarocolius bifasciatus,Olive Oropendola,olioro1
Cacicus solitarius,Solitary Black Cacique,sobcac1
Cacicus chrysopterus,Golden-winged Cacique,gowcac1
Cacicus sclateri,Ecuadorian Cacique,ecucac1
Cacicus koepckeae,Selva Cacique,selcac1
Cacicus uropygialis,Scarlet-rumped Cacique,scrcac1
Cacicus cela,Yellow-rumped Cacique,yercac1
Cacicus chrysonotus,Mountain Cacique,moucac1
Cacicus latirostris,Band-tailed Cacique,batoro1
Cacicus haemorrhous,Red-rumped Cacique,rercac1
Cacicus oseryi,Casqued Cacique,casoro2
Icterus dominicensis,Hispaniolan Oriole,graori1
Icterus melanopsis,Cuban Oriole,graori2
Icterus northropi,Bahama Oriole,graori3
Icterus portoricensis,Puerto Rican Oriole,graori4
Icterus laudabilis,St. Lucia Oriole,stlori1
Icterus oberi,Montserrat Oriole,monori1
Icterus bonana,Martinique Oriole,marori1
Icterus wagleri,Black-vented Oriole,bkvori
Icterus maculialatus,Bar-winged Oriole,bawori1
Icterus prosthemelas,Black-cowled Oriole,bkcori
Icterus spurius,Orchard Oriole,orcori
Icterus cucullatus,Hooded Oriole,hooori
Icterus chrysater,Yellow-backed Oriole,yebori1
Icterus auricapillus,Orange-crowned Oriole,orcori1
Icterus graceannae,White-edged Oriole,wheori1
Icterus mesomelas,Yellow-tailed Oriole,yetori1
Icterus cayanensis,Epaulet Oriole,epaori1
Icterus pyrrhopterus,Variable Oriole,epaori4
Icterus icterus,Venezuelan Troupial,ventro1
Icterus jamacaii,Campo Troupial,camtro1
Icterus croconotus,Orange-backed Troupial,orbtro3
Icterus pustulatus,Streak-backed Oriole,stbori
Icterus bullockii,Bullock's Oriole,bulori
Icterus auratus,Orange Oriole,oraori1
Icterus leucopteryx,Jamaican Oriole,jamori1
Icterus nigrogularis,Yellow Oriole,yelori1
Icterus pectoralis,Spot-breasted Oriole,spbori
Icterus gularis,Altamira Oriole,altori
Icterus graduacauda,Audubon's Oriole,audori
Icterus galbula,Baltimore Oriole,balori
Icterus abeillei,Black-backed Oriole,blbori1
Icterus parisorum,Scott's Oriole,scoori
Nesopsar nigerrimus,Jamaican Blackbird,jambla1
Agelaius phoeniceus,Red-winged Blackbird,rewbla
Agelaius assimilis,Red-shouldered Blackbird,resbla1
Agelaius tricolor,Tricolored Blackbird,tribla
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1
Molothrus bonariensis,Shiny Cowbird,shicow
Molothrus aeneus,Bronzed Cowbird,brocow
Molothrus ater,Brown-headed Cowbird,bnhcow
Molothrus oryzivorus,Giant Cowbird,giacow
Dives dives,Melodious Blackbird,melbla1
Dives warczewiczi,Scrub Blackbird,scrbla1
Ptiloxena atroviolacea,Cuban Blackbird,cubbla
Euphagus carolinus,Rusty Blackbird,rusbla
Euphagus cyanocephalus,Brewer's Blackbird,brebla
Quiscalus quiscula,Common Grackle,comgra
Quiscalus major,Boat-tailed Grackle,botgra
Quiscalus mexicanus,Great-tailed Grackle,grtgra
Quiscalus palustris,Slender-billed Grackle,slbgra1
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1
Quiscalus niger,Greater Antillean Grackle,gragra1
Quiscalus lugubris,Carib Grackle,cargra1
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1
Gymnomystax mexicanus,Oriole Blackbird,oribla1
Macroagelaius subalaris,Mountain Grackle,mougra1
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1
Curaeus curaeus,Austral Blackbird,ausbla1
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1
Anumara forbesi,Forbes's Blackbird,forbla1
Gnorimopsar chopi,Chopi Blackbird,chobla1
Oreopsar bolivianus,Bolivian Blackbird,bolbla1
Agelaioides badius,Grayish Baywing,bawcow4
Agelaioides fringillarius,Pale Baywing,bawcow3
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2
Agelasticus cyanopus,Unicolored Blackbird,unibla2
Agelasticus thilius,Yellow-winged Blackbird,yewbla2
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1
Pseudoleistes virescens,Brown-and-yellow Marshbird,baymar1
Seiurus aurocapilla,Ovenbird,ovenbi1
Helmitheros vermivorum,Worm-eating Warbler,woewar1
Parkesia motacilla,Louisiana Waterthrush,louwat
Parkesia noveboracensis,Northern Waterthrush,norwat
Vermivora bachmanii,Bachman's Warbler,bacwar
Vermivora chrysoptera,Golden-winged Warbler,gowwar
Vermivora cyanoptera,Blue-winged Warbler,buwwar
Mniotilta varia,Black-and-white Warbler,bawwar
Protonotaria citrea,Prothonotary Warbler,prowar
Limnothlypis swainsonii,Swainson's Warbler,swawar
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1
Leiothlypis peregrina,Tennessee Warbler,tenwar
Leiothlypis celata,Orange-crowned Warbler,orcwar
Leiothlypis crissalis,Colima Warbler,colwar
Leiothlypis luciae,Lucy's Warbler,lucwar
Leiothlypis ruficapilla,Nashville Warbler,naswar
Leiothlypis virginiae,Virginia's Warbler,virwar
Leucopeza semperi,Semper's Warbler,semwar1
Oporornis agilis,Connecticut Warbler,conwar
Geothlypis poliocephala,Gray-crowned Yellowthroat,gycyel
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2
Geothlypis auricularis,Black-lored Yellowthroat,masyel4
Geothlypis velata,Southern Yellowthroat,masyel5
Geothlypis tolmiei,MacGillivray's Warbler,macwar
Geothlypis philadelphia,Mourning Warbler,mouwar
Geothlypis formosa,Kentucky Warbler,kenwar
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1
Geothlypis beldingi,Belding's Yellowthroat,belyel1
Geothlypis rostrata,Bahama Yellowthroat,bahyel1
Geothlypis flavovelata,Altamira Yellowthroat,altyel1
Geothlypis trichas,Common Yellowthroat,comyel
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1
Catharopeza bishopi,Whistling Warbler,whiwar1
Setophaga plumbea,Plumbeous Warbler,pluwar1
Setophaga angelae,Elfin-woods Warbler,elwwar1
Setophaga pharetra,Arrowhead Warbler,arrwar1
Setophaga citrina,Hooded Warbler,hoowar
Setophaga ruticilla,American Redstart,amered
Setophaga kirtlandii,Kirtland's Warbler,kirwar
Setophaga tigrina,Cape May Warbler,camwar
Setophaga cerulea,Cerulean Warbler,cerwar
Setophaga americana,Northern Parula,norpar
Setophaga pitiayumi,Tropical Parula,tropar
Setophaga magnolia,Magnolia Warbler,magwar
Setophaga castanea,Bay-breasted Warbler,babwar
Setophaga fusca,Blackburnian Warbler,bkbwar
Setophaga aestiva,Northern Yellow Warbler,yelwar1
Setophaga petechia,Mangrove Yellow Warbler,manwar1
Setophaga pensylvanica,Chestnut-sided Warbler,chswar
Setophaga striata,Blackpoll Warbler,bkpwar
Setophaga caerulescens,Black-throated Blue Warbler,btbwar
Setophaga palmarum,Palm Warbler,palwar
Setophaga pityophila,Olive-capped Warbler,olcwar1
Setophaga pinus,Pine Warbler,pinwar
Setophaga coronata,Yellow-rumped Warbler,yerwar
Setophaga dominica,Yellow-throated Warbler,yetwar
Setophaga flavescens,Bahama Warbler,yetwar3
Setophaga vitellina,Vitelline Warbler,vitwar1
Setophaga discolor,Prairie Warbler,prawar
Setophaga adelaidae,Adelaide's Warbler,adewar1
Setophaga subita,Barbuda Warbler,barwar
Setophaga delicata,St. Lucia Warbler,stlwar
Setophaga graciae,Grace's Warbler,grawar
Setophaga nigrescens,Black-throated Gray Warbler,btywar
Setophaga townsendi,Townsend's Warbler,towwar
Setophaga occidentalis,Hermit Warbler,herwar
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar
Setophaga virens,Black-throated Green Warbler,btnwar
Euthlypis lachrymosa,Fan-tailed Warbler,fatwar
Basileuterus rufifrons,Rufous-capped Warbler,rucwar
Basileuterus delattrii,Chestnut-capped Warbler,rucwar4
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1
Basileuterus ignotus,Pirre Warbler,pirwar1
Basileuterus belli,Golden-browed Warbler,gobwar1
Basileuterus culicivorus,Golden-crowned Warbler,gcrwar
Basileuterus melanotis,Costa Rican Warbler,thswar5
Basileuterus tacarcunae,Tacarcuna Warbler,thswar9
Basileuterus tristriatus,Three-striped Warbler,thswar1
Basileuterus punctipectus,Yungas Warbler,thswar2
Basileuterus trifasciatus,Three-banded Warbler,thbwar2
Myiothlypis griseiceps,Gray-headed Warbler,gyhwar1
Myiothlypis basilica,Santa Marta Warbler,samwar1
Myiothlypis luteoviridis,Citrine Warbler,citwar1
Myiothlypis leucophrys,White-striped Warbler,whswar2
Myiothlypis flaveola,Flavescent Warbler,flawar1
Myiothlypis leucoblephara,White-browed Warbler,whbwar2
Myiothlypis signata,Pale-legged Warbler,palwar1
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1
Myiothlypis rivularis,Riverbank Warbler,rivwar1
Myiothlypis bivittata,Two-banded Warbler,twbwar1
Myiothlypis chlorophrys,Choco Warbler,gobwar4
Myiothlypis chrysogaster,Cuzco Warbler,gobwar3
Myiothlypis cinereicollis,Gray-throated Warbler,gytwar1
Myiothlypis conspicillata,White-lored Warbler,whlwar1
Myiothlypis fraseri,Gray-and-gold Warbler,gagwar2
Myiothlypis coronata,Russet-crowned Warbler,rucwar1
Cardellina canadensis,Canada Warbler,canwar
Cardellina pusilla,Wilson's Warbler,wlswar
Cardellina rubrifrons,Red-faced Warbler,refwar
Cardellina rubra,Red Warbler,redwar1
Cardellina versicolor,Pink-headed Warbler,pihwar1
Myioborus pictus,Painted Redstart,paired
Myioborus miniatus,Slate-throated Redstart,sltred
Myioborus brunniceps,Brown-capped Redstart,brcred1
Myioborus castaneocapilla,Tepui Redstart,tepred1
Myioborus pariae,Paria Redstart,parred1
Myioborus cardonai,Saffron-breasted Redstart,sabred1
Myioborus albifacies,White-faced Redstart,whfred1
Myioborus torquatus,Collared Redstart,colred1
Myioborus flavivertex,Yellow-crowned Redstart,yecred1
Myioborus ornatus,Golden-fronted Redstart,gofred1
Myioborus melanocephalus,Spectacled Redstart,spered1
Myioborus albifrons,White-fronted Redstart,whfred2
Mitrospingus cassinii,Dusky-faced Tanager,duftan1
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1
Lamprospiza melanoleuca,Red-billed Pied Tanager,rbptan1
Orthogonys chloricterus,Olive-green Tanager,olgtan1
Piranga roseogularis,Rose-throated Tanager,rottan1
Piranga flava,Hepatic Tanager,heptan
Piranga rubra,Summer Tanager,sumtan
Piranga olivacea,Scarlet Tanager,scatan
Piranga ludoviciana,Western Tanager,westan
Piranga bidentata,Flame-colored Tanager,flctan
Piranga leucoptera,White-winged Tanager,whwtan1
Piranga erythrocephala,Red-headed Tanager,rehtan1
Piranga rubriceps,Red-hooded Tanager,rehtan2
Habia rubica,Red-crowned Ant-Tanager,rcatan1
Driophlox fuscicauda,Red-throated Ant-Tanager,rtatan1
Driophlox gutturalis,Sooty Ant-Tanager,soatan1
Driophlox atrimaxillaris,Black-cheeked Ant-Tanager,bcatan1
Driophlox cristata,Crested Ant-Tanager,cratan1
Chlorothraupis carmioli,Carmiol's Tanager,olitan1
Chlorothraupis frenata,Yellow-lored Tanager,cartan2
Chlorothraupis olivacea,Lemon-spectacled Tanager,lestan
Chlorothraupis stolzmanni,Ochre-breasted Tanager,ocbtan1
Periporphyrus celaeno,Crimson-collared Grosbeak,crcgro
Periporphyrus erythromelas,Red-and-black Grosbeak,rabgro1
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1
Cardinalis phoeniceus,Vermilion Cardinal,vercar1
Cardinalis cardinalis,Northern Cardinal,norcar
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro
Pheucticus chrysogaster,Golden Grosbeak,gobgro1
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro
Granatellus venustus,Red-breasted Chat,rebcha1
Granatellus sallaei,Gray-throated Chat,grtcha1
Granatellus pelzelni,Rose-breasted Chat,robcha2
Granatellus paraensis,Rose-bellied Chat,robcha3
Amaurospiza concolor,Blue Seedeater,blusee1
Amaurospiza aequatorialis,Ecuadorian Seedeater,blusee4
Amaurospiza carrizalensis,Carrizal Seedeater,carsee1
Amaurospiza moesta,Blackish-blue Seedeater,blbsee3
